OBJECTID,Survey,Spp_Name,Number_,Len1,Len2,Len3,Len4,Len5,Len6,Len7,Len8,Len9,Len10,Len11,Len12,Len13,Len14,Len15,Len16,Len17,Len18,Len19,Len20
8275,FKM13110103,Strongylura notata,1,49,,,,,,,,,,,,,,,,,,,
8276,FKM13010104,Bathygobius soporator,4,30,45,60,36,,,,,,,,,,,,,,,,
8277,FKM13010104,Acanthostracion quadricornis,1,140,,,,,,,,,,,,,,,,,,,
8278,FKM13010104,Eucinostomus spp.,3,39,20,32,,,,,,,,,,,,,,,,,
8279,FKM13010104,Haemulon sciurus,91,19,35,38,40,32,33,36,30,26,35,,,,,,,,,,
8280,FKM13010104,Syngnathus floridae,1,110,,,,,,,,,,,,,,,,,,,
8281,FKM13010104,Haemulon spp.,8,15,18,17,15,20,19,16,12,,,,,,,,,,,,
8282,FKM13010104,Haemulon plumierii,27,40,33,36,30,35,34,25,37,26,27,,,,,,,,,,
8283,FKM13010104,Haemulon flavolineatum,39,40,44,41,39,41,42,46,45,36,38,,,,,,,,,,
8284,FKM13010104,Monacanthus ciliatus,1,61,,,,,,,,,,,,,,,,,,,
8285,FKM13010104,Eucinostomus jonesii,1,50,,,,,,,,,,,,,,,,,,,
8286,FKM13010104,Sphoeroides spengleri,1,75,,,,,,,,,,,,,,,,,,,
8287,FKM13010104,Malacoctenus macropus,7,37,36,39,38,35,33,44,,,,,,,,,,,,,
8288,FKM13010104,Haemulon aurolineatum,8,31,35,34,35,34,49,35,44,,,,,,,,,,,,
8289,FKM13010104,Farfantepenaeus duorarum,1,8,,,,,,,,,,,,,,,,,,,
8290,FKM13010104,Sparisoma chrysopterum,22,66,58,24,69,24,26,80,54,62,26,,,,,,,,,,
8291,FKM13010104,Floridichthys carpio,1,32,,,,,,,,,,,,,,,,,,,
8292,FKM13010104,Eucinostomus gula,3,50,56,61,,,,,,,,,,,,,,,,,
8293,FKM13010104,Acanthurus chirurgus,1,30,,,,,,,,,,,,,,,,,,,
8294,FKM13010104,Haemulon parra,4,34,22,30,26,,,,,,,,,,,,,,,,
8295,FKM13010104,Scarus iserti,3,39,30,32,,,,,,,,,,,,,,,,,
8296,FKM13010104,Lucania parva,1,42,,,,,,,,,,,,,,,,,,,
8297,FKM13010106,Acanthostracion quadricornis,1,140,,,,,,,,,,,,,,,,,,,
8298,FKM13010106,Lactophrys trigonus,3,70,65,79,,,,,,,,,,,,,,,,,
8299,FKM13010106,Ostraciidae spp.,1,8,,,,,,,,,,,,,,,,,,,
8300,FKM13010106,Stephanolepis hispidus,2,38,42,,,,,,,,,,,,,,,,,,
8301,FKM13110106,Acanthostracion quadricornis,1,140,,,,,,,,,,,,,,,,,,,
8302,FKM13110106,Lactophrys trigonus,3,70,65,79,,,,,,,,,,,,,,,,,
8303,FKM13110106,Ostraciidae spp.,1,8,,,,,,,,,,,,,,,,,,,
8304,FKM13110106,Stephanolepis hispidus,2,38,42,,,,,,,,,,,,,,,,,,
8305,FKM13110104,Bathygobius soporator,4,30,45,60,36,,,,,,,,,,,,,,,,
8306,FKM13110104,Acanthostracion quadricornis,1,140,,,,,,,,,,,,,,,,,,,
8307,FKM13110104,Eucinostomus spp.,3,39,20,32,,,,,,,,,,,,,,,,,
8308,FKM13110104,Haemulon sciurus,91,19,35,38,40,32,33,36,30,26,35,,,,,,,,,,
8309,FKM13110104,Syngnathus floridae,1,110,,,,,,,,,,,,,,,,,,,
8310,FKM13110104,Haemulon spp.,8,15,18,17,15,20,19,16,12,,,,,,,,,,,,
8311,FKM13110104,Haemulon plumierii,27,40,33,36,30,35,34,25,37,26,27,,,,,,,,,,
8312,FKM13110104,Haemulon flavolineatum,39,40,41,44,39,41,42,46,45,36,38,,,,,,,,,,
8313,FKM13110104,Monacanthus ciliatus,1,61,,,,,,,,,,,,,,,,,,,
8314,FKM13110104,Eucinostomus jonesii,1,50,,,,,,,,,,,,,,,,,,,
8315,FKM13110104,Sphoeroides spengleri,1,75,,,,,,,,,,,,,,,,,,,
8316,FKM13110104,Malacoctenus macropus,7,37,36,39,38,35,33,44,,,,,,,,,,,,,
8317,FKM13110104,Haemulon aurolineatum,8,31,35,34,35,34,49,35,44,,,,,,,,,,,,
8318,FKM13110104,Farfantepenaeus duorarum,1,8,,,,,,,,,,,,,,,,,,,
8319,FKM13110104,Sparisoma chrysopterum,22,66,58,24,69,24,26,80,54,62,26,,,,,,,,,,
8320,FKM13110104,Floridichthys carpio,1,32,,,,,,,,,,,,,,,,,,,
8321,FKM13110104,Eucinostomus gula,3,50,56,61,,,,,,,,,,,,,,,,,
8322,FKM13110104,Acanthurus chirurgus,1,30,,,,,,,,,,,,,,,,,,,
8323,FKM13110104,Haemulon parra,4,34,22,30,26,,,,,,,,,,,,,,,,
8324,FKM13110104,Scarus iserti,3,39,30,32,,,,,,,,,,,,,,,,,
8325,FKM13110104,Lucania parva,1,42,,,,,,,,,,,,,,,,,,,
8326,FKM13110105,Eucinostomus jonesii,61,50,50,60,60,60,50,68,62,51,35,,,,,,,,,,
8327,FKM13110105,Eucinostomus gula,16,52,59,62,61,54,59,54,62,53,61,,,,,,,,,,
8328,FKM13110105,Cryptotomus roseus,2,50,30,,,,,,,,,,,,,,,,,,
8329,FKM13110105,Eucinostomus spp.,3,29,20,18,,,,,,,,,,,,,,,,,
8330,FKM13110105,Scarus iserti,19,25,35,30,30,40,35,30,25,26,28,,,,,,,,,,
8331,FKM13110105,Lutjanus synagris,1,40,,,,,,,,,,,,,,,,,,,
8332,FKM13110105,Haemulon plumierii,22,36,34,32,29,32,33,30,30,30,20,,,,,,,,,,
8333,FKM13110105,Haemulon sciurus,5,21,23,25,26,22,,,,,,,,,,,,,,,
8334,FKM13110105,Haemulon flavolineatum,5,35,40,30,29,25,,,,,,,,,,,,,,,
8335,FKM13110105,Monacanthus ciliatus,1,50,,,,,,,,,,,,,,,,,,,
8336,FKM13110105,Hippocampus erectus,1,28,,,,,,,,,,,,,,,,,,,
8337,FKM13110105,Sparisoma viride,1,45,,,,,,,,,,,,,,,,,,,
8338,FKM13110105,Haemulon parra,2,33,31,,,,,,,,,,,,,,,,,,
8339,FKM13110105,Haemulon aurolineatum,1,35,,,,,,,,,,,,,,,,,,,
8340,FKM13110105,Sparisoma chrysopterum,1,38,,,,,,,,,,,,,,,,,,,
8341,FKM13110107,Haemulon plumierii,35,25,40,29,24,42,22,52,41,44,36,,,,,,,,,,
8342,FKM13110107,Eucinostomus gula,2,71,70,,,,,,,,,,,,,,,,,,
8343,FKM13110107,Coryphopterus glaucofraenum,1,45,,,,,,,,,,,,,,,,,,,
8344,FKM13110107,Sphoeroides spengleri,1,84,,,,,,,,,,,,,,,,,,,
8345,FKM13110107,Haemulon sciurus,11,15,15,20,19,24,16,22,21,26,19,,,,,,,,,,
8346,FKM13110107,Ocyurus chrysurus,2,75,20,,,,,,,,,,,,,,,,,,
8347,FKM13110107,Malacoctenus macropus,1,31,,,,,,,,,,,,,,,,,,,
8348,FKM13110107,Haemulon parra,2,22,,,,,,,,,,,,,,,,,,,
8349,FKM13110107,Haemulon spp.,3,17,14,15,,,,,,,,,,,,,,,,,
8350,FKM13110107,Eucinostomus jonesi,1,65,,,,,,,,,,,,,,,,,,,
8351,FKM13110108,Haemulon sciurus,2,25,24,,,,,,,,,,,,,,,,,,
8352,FKM13110108,Sparisoma chrysopterum,41,52,32,64,50,65,64,32,61,34,25,,,,,,,,,,
8353,FKM13110108,Monacanthus ciliatus,3,52,56,62,,,,,,,,,,,,,,,,,
8354,FKM13110108,Haemulon plumierii,8,36,40,40,45,49,55,30,26,,,,,,,,,,,,
8355,FKM13110108,Farfantepenaeus duorarum,1,11,,,,,,,,,,,,,,,,,,,
8356,FKM13110108,Paraclinus marmoratus,1,55,,,,,,,,,,,,,,,,,,,
8357,FKM13110108,Scorpaena plumieri,1,34,,,,,,,,,,,,,,,,,,,
8358,FKM13110108,Haemulon aurolineatum,1,30,,,,,,,,,,,,,,,,,,,
8359,FKM13110108,Lutjanus griseus,2,49,65,,,,,,,,,,,,,,,,,,
8360,FKM13110108,Strongylura notata,1,130,,,,,,,,,,,,,,,,,,,
8361,FKM13110108,Haemulon spp.,2,19,19,,,,,,,,,,,,,,,,,,
8362,FKM13110108,Stephanolepis hispidus,1,14,,,,,,,,,,,,,,,,,,,
8363,FKM13110108,Haemulon parra,2,21,25,,,,,,,,,,,,,,,,,,
8364,FKM13110109,Eucinostomus gula,4,55,42,60,45,,,,,,,,,,,,,,,,
8365,FKM13110109,Lutjanus griseus,1,140,,,,,,,,,,,,,,,,,,,
8366,FKM13110109,Monacanthus ciliatus,6,54,24,61,46,29,21,,,,,,,,,,,,,,
8367,FKM13110109,Haemulon plumierii,65,36,38,39,39,35,38,36,46,30,27,,,,,,,,,,
8368,FKM13110109,Sparisoma chrysopterum,59,64,61,35,45,90,40,48,60,51,80,,,,,,,,,,
8369,FKM13110109,Scarus iserti,36,42,36,51,50,40,50,40,52,51,38,,,,,,,,,,
8370,FKM13110109,Acanthurus chirurgus,1,31,,,,,,,,,,,,,,,,,,,
8371,FKM13110109,Chaetodon capistratus,2,35,38,,,,,,,,,,,,,,,,,,
8372,FKM13110109,Sparisoma viride,3,39,47,30,,,,,,,,,,,,,,,,,
8373,FKM13110109,Haemulon sciurus,7,39,26,36,30,28,28,33,,,,,,,,,,,,,
8374,FKM13110109,Haemulon flavolineatum,3,40,28,34,,,,,,,,,,,,,,,,,
8375,FKM13110109,Ocyurus chrysurus,1,70,,,,,,,,,,,,,,,,,,,
8376,FKM13110109,Acanthurus spp.,2,25,14,,,,,,,,,,,,,,,,,,
8377,FKM13110110,Sphyraena barracuda,1,110,,,,,,,,,,,,,,,,,,,
8378,FKM13110110,Acanthostracion quadricornis,1,110,,,,,,,,,,,,,,,,,,,
8379,FKM13110110,Monacanthus ciliatus,3,50,28,15,,,,,,,,,,,,,,,,,
8380,FKM13110110,Haemulon sciurus,1,30,,,,,,,,,,,,,,,,,,,
8381,FKM13110110,Sparisoma chrysopterum,16,110,70,77,55,52,65,38,56,68,48,,,,,,,,,,
8382,FKM13110110,Eucinostomus gula,2,61,60,,,,,,,,,,,,,,,,,,
8383,FKM13110110,Haemulon plumierii,17,41,30,35,30,20,36,24,34,32,32,,,,,,,,,,
8384,FKM13110110,Haemulon spp.,1,14,,,,,,,,,,,,,,,,,,,
8385,FKM13120101,Haemulon plumierii,46,31,27,25,27,40,45,44,48,34,32,,,,,,,,,,
8386,FKM13120101,Ocyurus chrysurus,1,44,,,,,,,,,,,,,,,,,,,
8387,FKM13120101,Monacanthus ciliatus,3,38,50,35,,,,,,,,,,,,,,,,,
8388,FKM13120101,Stephanolepis hispidus,1,31,,,,,,,,,,,,,,,,,,,
8389,FKM13120101,Haemulon sciurus,11,21,24,35,28,24,28,24,23,21,24,,,,,,,,,,
8390,FKM13120101,Hippocampus erectus,1,22,,,,,,,,,,,,,,,,,,,
8391,FKM13120101,Sparisoma chrysopterum,8,46,50,62,69,26,32,24,24,,,,,,,,,,,,
8392,FKM13120101,Sparisoma viride,1,24,,,,,,,,,,,,,,,,,,,
8393,FKM13120102,Syngnathus floridae,4,142,90,132,115,,,,,,,,,,,,,,,,
8394,FKM13120102,Sphyraena barracuda,2,56,73,,,,,,,,,,,,,,,,,,
8395,FKM13120102,Sphoeroides spengleri,1,85,,,,,,,,,,,,,,,,,,,
8396,FKM13120102,Lactophrys trigonus,3,25,33,82,,,,,,,,,,,,,,,,,
8397,FKM13120102,Sparisoma chrysopterum,3,40,40,30,,,,,,,,,,,,,,,,,
8398,FKM13120102,Haemulon aurolineatum,1,25,,,,,,,,,,,,,,,,,,,
8399,FKM13120102,Syngnathus scovelli,3,140,91,92,,,,,,,,,,,,,,,,,
8400,FKM13120102,Farfantepenaeus duorarum,2,7,15,,,,,,,,,,,,,,,,,,
8401,FKM13120103,Bathygobius soporator,1,37,,,,,,,,,,,,,,,,,,,
8402,FKM13120103,Eucinostomus spp.,1,11,,,,,,,,,,,,,,,,,,,
8403,FKM13120104,Ostraciidae spp.,1,5,,,,,,,,,,,,,,,,,,,
8404,FKM13120104,Acanthostracion quadricornis,1,120,,,,,,,,,,,,,,,,,,,
8405,FKM13120104,Stephanolepis hispidus,2,14,18,,,,,,,,,,,,,,,,,,
8406,FKM13120104,Scorpaena brasiliensis,1,63,,,,,,,,,,,,,,,,,,,
8407,FKM13120104,Lutjanus griseus,1,35,,,,,,,,,,,,,,,,,,,
8408,FKM13120104,Lutjanus apodus,1,52,,,,,,,,,,,,,,,,,,,
8409,FKM13120104,Sparisoma chrysopterum,2,25,25,,,,,,,,,,,,,,,,,,
8410,FKM13120104,Malacoctenus macropus,1,42,,,,,,,,,,,,,,,,,,,
8411,FKM13120105,Eucinostomus gula,6,52,49,71,58,64,54,,,,,,,,,,,,,,
8412,FKM13120105,Lutjanus analis,1,47,,,,,,,,,,,,,,,,,,,
8413,FKM13120105,Anarchopterus criniger,1,82,,,,,,,,,,,,,,,,,,,
8414,FKM13120105,Syngnathus floridae,1,125,,,,,,,,,,,,,,,,,,,
8415,FKM13120105,Sparisoma chrysopterum,5,31,49,47,51,48,,,,,,,,,,,,,,,
8416,FKM13120105,Eucinostomus spp.,3,28,28,13,,,,,,,,,,,,,,,,,
8417,FKM13120105,Haemulon sciurus,3,25,22,20,,,,,,,,,,,,,,,,,
8418,FKM13120105,Eucinostomus jonesii,1,61,,,,,,,,,,,,,,,,,,,
8419,FKM13120105,Malacoctenus macropus,1,39,,,,,,,,,,,,,,,,,,,
8420,FKM13120105,Stephanolepis hispidus,1,22,,,,,,,,,,,,,,,,,,,
8421,FKM13120106,Lactophrys trigonus,1,230,,,,,,,,,,,,,,,,,,,
8422,FKM13120106,Hippocampus erectus,1,32,,,,,,,,,,,,,,,,,,,
8423,FKM13120106,Sparisoma chrysopterum,1,51,,,,,,,,,,,,,,,,,,,
8424,FKM13120107,Haemulon sciurus,9,34,31,24,24,27,22,26,23,32,,,,,,,,,,,
8425,FKM13120107,Sparisoma chrysopterum,10,24,30,83,23,25,31,44,26,19,26,,,,,,,,,,
8426,FKM13120107,Eucinostomus spp.,2,24,35,,,,,,,,,,,,,,,,,,
8427,FKM13120107,Monacanthus ciliatus,4,34,47,44,50,,,,,,,,,,,,,,,,
8428,FKM13120107,Sphoeroides spengleri,1,4,,,,,,,,,,,,,,,,,,,
8429,FKM13120108,Sphoeroides spengleri,1,85,,,,,,,,,,,,,,,,,,,
8430,FKM13120108,Haemulon plumierii,10,45,28,40,31,25,31,27,22,36,46,,,,,,,,,,
8431,FKM13120108,Sparisoma chrysopterum,9,58,41,81,50,40,48,21,42,42,,,,,,,,,,,
8432,FKM13120108,Monacanthus ciliatus,1,78,,,,,,,,,,,,,,,,,,,
8433,FKM13120108,Stephanolepis hispidus,2,56,27,,,,,,,,,,,,,,,,,,
8434,FKM13120108,Cryptotomus roseus,2,61,18,,,,,,,,,,,,,,,,,,
8435,FKM13120108,Ocyurus chrysurus,1,51,,,,,,,,,,,,,,,,,,,
8436,FKM13120108,Sparisoma viride,1,42,,,,,,,,,,,,,,,,,,,
8437,FKM13120108,Haemulon sciurus,1,31,,,,,,,,,,,,,,,,,,,
8438,FKM13120108,Scarus iserti,1,44,,,,,,,,,,,,,,,,,,,
8439,FKM13120108,Syngnathus floridae,1,140,,,,,,,,,,,,,,,,,,,
8440,FKM13120109,Paradiplogrammus bairdi,2,16,13,,,,,,,,,,,,,,,,,,
8441,FKM13120109,Scarus iserti,60,40,42,34,57,34,53,41,40,30,55,,,,,,,,,,
8442,FKM13120109,Sparisoma chrysopterum,33,54,54,17,15,65,41,72,100,55,16,,,,,,,,,,
8443,FKM13120109,Bathygobius soporator,2,39,19,,,,,,,,,,,,,,,,,,
8444,FKM13120109,Ocyurus chrysurus,3,27,16,37,,,,,,,,,,,,,,,,,
8445,FKM13120109,Sparisoma viride,1,29,,,,,,,,,,,,,,,,,,,
8446,FKM13120109,Cryptotomus roseus,1,29,,,,,,,,,,,,,,,,,,,
8447,FKM13120109,Haemulon sciurus,20,16,26,20,18,27,29,15,35,30,30,,,,,,,,,,
8448,FKM13120109,Stephanolepis hispidus,1,31,,,,,,,,,,,,,,,,,,,
8449,FKM13120109,Opsanus beta,1,90,,,,,,,,,,,,,,,,,,,
8450,FKM13120109,Haemulon plumierii,20,42,55,52,56,41,59,47,48,62,55,,,,,,,,,,
8451,FKM13120109,Eucinostomus gula,1,60,,,,,,,,,,,,,,,,,,,
8452,FKM13120109,Hippocampus erectus,1,38,,,,,,,,,,,,,,,,,,,
8453,FKM13120109,Farfantepenaeus duorarum,1,7,,,,,,,,,,,,,,,,,,,
8454,FKM13120110,Hippocampus erectus,3,41,22,42,,,,,,,,,,,,,,,,,
8455,FKM13120110,Monacanthus ciliatus,4,50,47,64,62,,,,,,,,,,,,,,,,
8456,FKM13120110,Sparisoma chrysopterum,32,68,54,30,38,42,24,19,65,46,30,,,,,,,,,,
8457,FKM13120110,Hypoatherina harringtonensis,4,47,44,45,38,,,,,,,,,,,,,,,,
8458,FKM13120110,Scarus iserti,9,32,20,18,17,30,30,45,41,21,,,,,,,,,,,
8459,FKM13120110,Haemulon sciurus,41,32,47,20,31,31,35,17,30,40,40,,,,,,,,,,
8460,FKM13120110,Stephanolepis hispidus,3,18,59,15,,,,,,,,,,,,,,,,,
8461,FKM13120110,Sphoeroides spp.,1,12,,,,,,,,,,,,,,,,,,,
8462,FKM13120110,Haemulon plumierii,3,32,50,43,,,,,,,,,,,,,,,,,
8463,FKM13120110,Coryphopterus eidolon,1,30,,,,,,,,,,,,,,,,,,,
8464,FKM13120110,Bathygobius soporator,1,30,,,,,,,,,,,,,,,,,,,
8465,FKM13120110,Eucinostomus gula,1,72,,,,,,,,,,,,,,,,,,,
8466,FKM13120110,Eucinostomus spp.,1,22,,,,,,,,,,,,,,,,,,,
8467,FKM13120110,Lutjanus synagris,1,29,,,,,,,,,,,,,,,,,,,
8468,FKM13120110,Farfantepenaeus duorarum,1,7,,,,,,,,,,,,,,,,,,,
8469,FKM13110107,Sparisoma chrysopterum,6,22,38,51,64,34,50,,,,,,,,,,,,,,
8470,FKM14010101,Anchoa hepsetus,503,32,42,31,32,38,31,34,30,35,31,,,,,,,,,,
8471,FKM14010101,Hypoatherina harringtonensis,245,21,33,32,32,31,30,30,24,25,26,,,,,,,,,,
8472,FKM14010101,Anchoa spp.,238,35,34,36,33,32,29,30,34,31,30,,,,,,,,,,
8473,FKM14010101,Acanthostracion quadricornis,1,135,,,,,,,,,,,,,,,,,,,
8474,FKM14010101,Monacanthus ciliatus,2,51,54,,,,,,,,,,,,,,,,,,
8475,FKM14010101,Syngnathus floridae,1,160,,,,,,,,,,,,,,,,,,,
8476,FKM14010101,Haemulidae spp.,3,14,12,15,,,,,,,,,,,,,,,,,
8477,FKM14010101,Haemulon plumierii,2,23,34,,,,,,,,,,,,,,,,,,
8478,FKM14010101,Haemulon sciurus,2,20,18,,,,,,,,,,,,,,,,,,
8479,FKM14010102,Acanthostracion quadricornis,4,135,180,130,,,,,,,,,,,,,,,,,
8480,FKM14010102,Halichoeres radiatus,1,22,,,,,,,,,,,,,,,,,,,
8481,FKM14010102,Scarus iserti,4,42,32,34,40,,,,,,,,,,,,,,,,
8482,FKM14010102,Haemulon plumierii,10,31,44,45,42,40,45,38,42,42,32,,,,,,,,,,
8483,FKM14010102,Haemulon sciurus,46,26,29,34,25,40,32,32,30,31,30,,,,,,,,,,
8484,FKM14010102,Sparisoma chrysopterum,4,28,44,44,24,,,,,,,,,,,,,,,,
8485,FKM14010102,Stephanolepis hispidus,1,38,,,,,,,,,,,,,,,,,,,
8486,FKM14010102,Halichoeres bivittatus,1,20,,,,,,,,,,,,,,,,,,,
8487,FKM14010103,Lactophrys trigonus,2,30,36,,,,,,,,,,,,,,,,,,
8488,FKM14010103,Acanthostracion quadricornis,1,55,,,,,,,,,,,,,,,,,,,
8489,FKM14010103,Sphoeroides spengleri,1,89,,,,,,,,,,,,,,,,,,,
8490,FKM14010103,Sparisoma chrysopterum,3,92,29,30,,,,,,,,,,,,,,,,,
8491,FKM14010103,Eucinostomus spp.,1,19,,,,,,,,,,,,,,,,,,,
8492,FKM14010104,Haemulon spp.,3,18,18,16,,,,,,,,,,,,,,,,,
8493,FKM14010104,Acanthostracion quadricornis,6,145,145,120,120,140,115,,,,,,,,,,,,,,
8494,FKM14010104,Hippocampus erectus,1,110,,,,,,,,,,,,,,,,,,,
8495,FKM14010104,Monacanthus ciliatus,1,60,,,,,,,,,,,,,,,,,,,
8496,FKM14010104,Sparisoma chrysopterum,3,55,40,22,,,,,,,,,,,,,,,,,
8497,FKM14010104,Haemulon sciurus,29,35,37,21,32,34,24,30,30,26,21,,,,,,,,,,
8498,FKM14010104,Haemulon plumierii,8,34,32,29,30,31,59,36,36,,,,,,,,,,,,
8499,FKM14010104,Scarus iserti,12,48,37,50,32,43,33,42,34,32,49,,,,,,,,,,
8500,FKM14010105,Sphyraena barracuda,1,250,,,,,,,,,,,,,,,,,,,
8501,FKM14010105,Anchoa hepsetus,53,45,52,45,41,32,46,40,38,35,36,,,,,,,,,,
8502,FKM14010105,Stephanolepis hispidus,1,17,,,,,,,,,,,,,,,,,,,
8503,FKM14010105,Hypoatherina harringtonensis,1,36,,,,,,,,,,,,,,,,,,,
8504,FKM14010105,Xyrichtys splendens,1,25,,,,,,,,,,,,,,,,,,,
8505,FKM14010106,Tylosurus crocodilus,1,520,,,,,,,,,,,,,,,,,,,
8506,FKM14010106,Monacanthus ciliatus,1,65,,,,,,,,,,,,,,,,,,,
8507,FKM14010106,Harengula jaguana,1,50,,,,,,,,,,,,,,,,,,,
8508,FKM14010106,Sparisoma chrysopterum,1,34,,,,,,,,,,,,,,,,,,,
8509,FKM14010106,Haemulon spp.,1,13,,,,,,,,,,,,,,,,,,,
8510,FKM14010107,Ocyurus chrysurus,4,65,31,58,44,,,,,,,,,,,,,,,,
8511,FKM14010107,Monacanthus ciliatus,3,51,19,72,,,,,,,,,,,,,,,,,
8512,FKM14010107,Sparisoma chrysopterum,1,30,,,,,,,,,,,,,,,,,,,
8513,FKM14010107,Hippocampus erectus,1,20,,,,,,,,,,,,,,,,,,,
8514,FKM14010107,Anarchopterus criniger,1,64,,,,,,,,,,,,,,,,,,,
8515,FKM14010107,Haemulon plumierii,10,44,48,58,44,37,43,40,47,33,30,,,,,,,,,,
8516,FKM14010107,Haemulon sciurus,5,34,34,32,25,26,,,,,,,,,,,,,,,
8517,FKM14010108,Monacanthus ciliatus,2,54,65,,,,,,,,,,,,,,,,,,
8518,FKM14010108,Sparisoma chrysopterum,11,52,71,39,42,49,32,46,41,34,32,,,,,,,,,,
8519,FKM14010108,Archosargus rhomboidalis,1,152,,,,,,,,,,,,,,,,,,,
8520,FKM14010108,Stephanolepis hispidus,3,11,12,15,,,,,,,,,,,,,,,,,
8521,FKM14010108,Haemulon plumierii,12,46,36,44,35,40,41,30,40,31,36,,,,,,,,,,
8522,FKM14010108,Scarus iserti,7,44,31,35,41,35,32,30,,,,,,,,,,,,,
8523,FKM14010108,Haemulon sciurus,1,29,,,,,,,,,,,,,,,,,,,
8524,FKM14010108,Eucinostomus spp.,1,10,,,,,,,,,,,,,,,,,,,
8525,FKM14010108,Acanthostracion quadricornis,1,50,,,,,,,,,,,,,,,,,,,
8526,FKM14010108,Hippocampus erectus,1,20,,,,,,,,,,,,,,,,,,,
8527,FKM14010108,Sparisoma viride,5,42,30,34,35,35,,,,,,,,,,,,,,,
8528,FKM14010109,Malacoctenus macropus,2,41,43,,,,,,,,,,,,,,,,,,
8529,FKM14010109,Sparisoma chrysopterum,5,40,52,25,23,30,,,,,,,,,,,,,,,
8530,FKM14010109,Stephanolepis hispidus,1,45,,,,,,,,,,,,,,,,,,,
8531,FKM14010109,Haemulon plumierii,1,30,,,,,,,,,,,,,,,,,,,
8532,FKM14010109,Monacanthus ciliatus,1,40,,,,,,,,,,,,,,,,,,,
8533,FKM14010109,Syngnathus floridae,1,141,,,,,,,,,,,,,,,,,,,
8534,FKM14010110,Hippocampus erectus,2,12,22,,,,,,,,,,,,,,,,,,
8535,FKM14010110,Sparisoma chrysopterum,6,56,34,50,44,48,39,,,,,,,,,,,,,,
8536,FKM14010110,Stegastes leucostictus,1,40,,,,,,,,,,,,,,,,,,,
8537,FKM14010110,Haemulon plumierii,8,42,55,45,41,41,35,35,32,,,,,,,,,,,,
8538,FKM14010110,Anchoa spp.,2,30,30,,,,,,,,,,,,,,,,,,
8539,FKM14010110,Scarus iserti,6,50,44,40,37,42,31,,,,,,,,,,,,,,
8540,FKM14010110,Haemulon sciurus,2,25,24,,,,,,,,,,,,,,,,,,
8541,FKM14020101,Acanthostracion quadricornis,1,172,,,,,,,,,,,,,,,,,,,
8542,FKM14020101,Hippocampus erectus,1,45,,,,,,,,,,,,,,,,,,,
8543,FKM14020101,Ocyurus chrysurus,1,34,,,,,,,,,,,,,,,,,,,
8544,FKM14020101,Stegastes leucostictus,1,44,,,,,,,,,,,,,,,,,,,
8545,FKM14020101,Scomberomorus regalis,1,300,,,,,,,,,,,,,,,,,,,
8546,FKM14020102,Eucinostomus gula,9,82,92,91,82,78,76,87,100,85,,,,,,,,,,,
8547,FKM14020102,Lactophrys trigonus,1,60,,,,,,,,,,,,,,,,,,,
8548,FKM14020102,Acanthostracion quadricornis,1,70,,,,,,,,,,,,,,,,,,,
8549,FKM14020102,Sphoeroides spengleri,1,72,,,,,,,,,,,,,,,,,,,
8550,FKM14020102,Stephanolepis hispidus,5,41,18,10,35,20,,,,,,,,,,,,,,,
8551,FKM14020102,Calamus arctifrons,1,34,,,,,,,,,,,,,,,,,,,
8552,FKM14020102,Sphyraena barracuda,1,31,,,,,,,,,,,,,,,,,,,
8553,FKM14020102,Sparisoma chrysopterum,2,35,43,,,,,,,,,,,,,,,,,,
8554,FKM14020102,Eucinostomus spp.,5,15,36,25,22,39,,,,,,,,,,,,,,,
8555,FKM14020102,Syngnathus scovelli,2,70,78,,,,,,,,,,,,,,,,,,
8556,FKM14020102,Haemulon sciurus,1,15,,,,,,,,,,,,,,,,,,,
8557,FKM14020102,Eucinostomus jonesii,2,41,41,,,,,,,,,,,,,,,,,,
8558,FKM14020102,Haemulon flavolineatum,2,39,33,,,,,,,,,,,,,,,,,,
8559,FKM14020102,Syngnathus floridae,2,162,118,,,,,,,,,,,,,,,,,,
8560,FKM14020103,Acanthostracion quadricornis,1,145,,,,,,,,,,,,,,,,,,,
8561,FKM14020103,Lactophrys trigonus,1,102,,,,,,,,,,,,,,,,,,,
8562,FKM14020103,Diplectrum formosum,1,85,,,,,,,,,,,,,,,,,,,
8563,FKM14020103,Eucinostomus jonesii,2,69,72,,,,,,,,,,,,,,,,,,
8564,FKM14020103,Sparisoma chrysopterum,1,42,,,,,,,,,,,,,,,,,,,
8565,FKM14020103,Eucinostomus spp.,1,15,,,,,,,,,,,,,,,,,,,
8566,FKM14020104,Sparisoma chrysopterum,19,55,52,32,42,50,62,45,51,34,50,,,,,,,,,,
8567,FKM14020104,Lutjanus analis,2,71,55,,,,,,,,,,,,,,,,,,
8568,FKM14020104,Scarus iserti,1,31,,,,,,,,,,,,,,,,,,,
8569,FKM14020105,Archosargus rhomboidalis,1,136,,,,,,,,,,,,,,,,,,,
8570,FKM14020105,Eucinostomus spp.,6,30,17,18,12,16,16,,,,,,,,,,,,,,
8571,FKM14020105,Bathygobius soporator,1,35,,,,,,,,,,,,,,,,,,,
8572,FKM14020105,Lutjanus apodus,1,40,,,,,,,,,,,,,,,,,,,
8573,FKM14020105,Sparisoma chrysopterum,10,32,85,45,55,42,54,39,45,43,42,,,,,,,,,,
